"Type","Party","Constitudency","Votes"
"National","IND","NA265",305
"National","IND","NA265",4036
"National","IND","NA265",437
"National","JI","NA265",776
"National","PMAP","NA265",31436
"National","PPP","NA265",441
"National","IND","NA265",40
"National","PML-N","NA265",518
"National","IND","NA265",486
"National","IND","NA265",21573
"National","BAP","NA265",91
"National","others","NA265",305
"National","ANP","NA265",2513
"National","IND","NA265",7508
"National","JUI-P","NA265",52429
"National","others","NA265",67
"National","others","NA265",102
"National","IND","NA265",550
"National","IND","NA265",250
"National","others","NA265",22
"National","IND","NA265",250
"National","IND","NA265",100
"National","others","NA265",134
"National","JI","NA264",427
"National","IND","NA264",55
"National","IND","NA264",31
"National","BAP","NA264",306
"National","PMAP","NA264",3565
"National","PML-N","NA264",2477
"National","JUI-S","NA264",55
"National","IND","NA264",53
"National","IND","NA264",174
"National","IND","NA264",6083
"National","IND","NA264",51
"National","IND","NA264",19
"National","IND","NA264",101
"National","IND","NA264",240
"National","JUI-P","NA264",8850
"National","IND","NA264",132
"National","IND","NA264",51
"National","others","NA264",21
"National","TLP","NA264",563
"National","others","NA264",621
"National","IND","NA264",49
"National","MQM","NA264",393
"National","BNP","NA264",9929
"National","others","NA264",76
"National","IND","NA264",46
"National","IND","NA264",285
"National","others","NA264",517
"National","IND","NA264",215
"National","others","NA264",52
"National","others","NA264",4092
"National","others","NA264",126
"National","PPP","NA264",10678
"National","ANP","NA264",118
"National","PMAP","NA264",3578
"National","IND","NA264",1698
"National","others","NA262",1060
"National","IND","NA262",17
"National","IND","NA262",64
"National","PMAP","NA262",8810
"National","IND","NA262",44
"National","IND","NA262",112
"National","IND","NA262",2278
"National","others","NA262",266
"National","IND","NA262",20273
"National","others","NA262",155
"National","IND","NA262",10
"National","JUI-S","NA262",38
"National","IND","NA262",84
"National","IND","NA262",888
"National","IND","NA262",57
"National","others","NA262",324
"National","others","NA262",4264
"National","others","NA262",59
"National","IND","NA262",74
"National","IND","NA262",305
"National","others","NA262",474
"National","IND","NA262",167
"National","IND","NA262",108
"National","IND","NA262",291
"National","PPP","NA262",4988
"National","IND","NA262",150
"National","IND","NA262",135
"National","IND","NA262",44
"National","IND","NA262",14
"National","others","NA262",742
"National","JUI-P","NA262",12873
"National","BAP","NA262",2970
"National","PML-N","NA262",2509
"National","PMAP","NA262",8311
"National","BNP","NA262",1893
"National","JI","NA262",993
"National","IND","NA262",82
"National","PML-N","NA257",77745
"National","IND","NA257",1016
"National","MQM","NA257",187
"National","PPP","NA257",18817
"National","IND","NA257",2274
"National","IND","NA257",350
"National","IND","NA257",59172
"National","TLP","NA257",7657
"National","IND","NA257",3232
"National","IND","NA257",825
"National","IND","NA257",139
"National","IND","NA257",328
"National","IND","NA257",141
"National","JUI-P","NA257",4615
"National","IND","NA257",117
"National","ANP","NA257",104
"National","JI","NA257",871
"National","IND","NA257",114
"National","others","NA256",277
"National","IND","NA256",169
"National","TLP","NA256",4201
"National","PML-N","NA256",1029
"National","PPP","NA256",29071
"National","IND","NA256",528
"National","BNP","NA256",65818
"National","JI","NA256",1342
"National","others","NA256",57
"National","IND","NA256",141
"National","IND","NA256",649
"National","IND","NA256",1790
"National","IND","NA256",12126
"National","IND","NA256",18222
"National","IND","NA256",953
"National","IND","NA255",57
"National","IND","NA255",38
"National","IND","NA255",171
"National","IND","NA255",184
"National","IND","NA255",204
"National","TLP","NA255",2367
"National","IND","NA255",136
"National","IND","NA255",23124
"National","JWP","NA255",919
"National","IND","NA255",131
"National","others","NA255",31
"National","others","NA255",284
"National","IND","NA255",196
"National","IND","NA255",3268
"National","IND","NA255",225
"National","IND","NA255",151
"National","IND","NA255",33
"National","MQM","NA255",327
"National","others","NA255",68
"National","BNP","NA255",1376
"National","IND","NA255",246
"National","others","NA255",124
"National","IND","NA255",163
"National","IND","NA255",1761
"National","IND","NA255",423
"National","IND","NA255",550
"National","others","NA255",6138
"National","ANP","NA255",88
"National","IND","NA255",194
"National","JUI-N","NA255",209
"National","JI","NA255",10176
"National","IND","NA255",13179
"National","IND","NA255",124
"National","NP","NA255",1802
"National","IND","NA255",60
"National","IND","NA255",1664
"National","IND","NA255",918
"National","PPP","NA255",39597
"National","others","NA255",4404
"National","PML-N","NA255",45540
"National","IND","NA255",91
"National","IND","NA255",1043
"National","IND","NA255",17551
"National","IND","NA255",257
"National","IND","NA255",40
"National","IND","NA255",133
"National","IND","NA250",54
"National","TLP","NA250",3768
"National","IND","NA250",2032
"National","IND","NA250",5906
"National","IND","NA250",222
"National","others","NA250",123
"National","IND","NA250",207
"National","PPP","NA250",5720
"National","others","NA250",64
"National","others","NA250",117
"National","IND","NA250",61
"National","IND","NA250",446
"National","IND","NA250",102
"National","MQM","NA250",79925
"National","PML-N","NA250",3315
"National","IND","NA250",92
"National","PMAP","NA250",25
"National","others","NA250",814
"National","IND","NA250",84
"National","ANP","NA250",471
"National","IND","NA250",37629
"National","GDA","NA250",175
"National","IND","NA250",2244
"National","JI","NA250",43659
"National","IPP","NA250",1109
"National","MQM","NA249",77529
"National","IND","NA249",641
"National","TLP","NA249",9494
"National","IND","NA249",519
"National","IND","NA249",348
"National","IND","NA249",381
"National","PML-N","NA249",1804
"National","others","NA249",596
"National","IND","NA249",307
"National","IND","NA249",248
"National","IND","NA249",1416
"National","IND","NA249",451
"National","others","NA249",520
"National","PPP","NA249",7502
"National","IND","NA249",547
"National","IND","NA249",51152
"National","IND","NA249",764
"National","IND","NA249",72
"National","IND","NA249",173
"National","others","NA249",704
"National","IND","NA249",15764
"National","IND","NA249",909
"National","GDA","NA249",681
"National","JI","NA249",27205
"National","ANP","NA249",490
"National","IND","NA249",171
"National","others","NA249",45
"National","IND","NA248",86342
"National","IND","NA248",288
"National","IND","NA248",140
"National","IND","NA248",651
"National","MQM","NA248",103082
"National","IND","NA248",355
"National","IND","NA248",233
"National","others","NA248",229
"National","IND","NA248",1907
"National","IND","NA248",541
"National","IND","NA248",208
"National","IND","NA248",683
"National","IND","NA248",225
"National","GDA","NA248",302
"National","IND","NA248",116
"National","IND","NA248",2230
"National","IND","NA248",357
"National","IND","NA248",375
"National","others","NA248",99
"National","IND","NA248",165
"National","IND","NA248",171
"National","IND","NA248",118
"National","IND","NA248",687
"National","IND","NA248",266
"National","IND","NA248",673
"National","TLP","NA248",13134
"National","IPP","NA248",1334
"National","JI","NA248",38881
"National","PPP","NA248",5448
"National","IND","NA248",306
"National","IND","NA248",304
"National","IND","NA248",4490
"National","others","NA248",467
"National","others","NA248",386
"National","IND","NA247",4780
"National","IND","NA247",74
"National","others","NA247",889
"National","IND","NA247",155
"National","MQM","NA247",64945
"National","IND","NA247",454
"National","others","NA247",329
"National","IND","NA247",62
"National","others","NA247",174
"National","IND","NA247",52005
"National","IND","NA247",10316
"National","IND","NA247",46
"National","IND","NA247",276
"National","IND","NA247",332
"National","PPP","NA247",6330
"National","GDA","NA247",209
"National","IND","NA247",190
"National","IND","NA247",353
"National","IND","NA247",2171
"National","IND","NA247",116
"National","others","NA247",327
"National","IND","NA247",1146
"National","IND","NA247",108
"National","TLP","NA247",14671
"National","JI","NA247",23809
"National","PML-N","NA247",2160
"National","IND","NA247",51
"National","others","NA246",542
"National","IND","NA246",362
"National","ANP","NA246",1639
"National","IND","NA246",443
"National","others","NA246",358
"National","IND","NA246",512
"National","IND","NA246",1051
"National","IND","NA246",888
"National","MQM","NA246",74672
"National","PML-N","NA246",2635
"National","IND","NA246",731
"National","IND","NA246",492
"National","IND","NA246",705
"National","others","NA246",349
"National","IND","NA246",479
"National","IND","NA246",321
"National","IND","NA246",700
"National","TLP","NA246",18345
"National","IND","NA246",4180
"National","IND","NA246",3317
"National","IND","NA246",2532
"National","IND","NA246",29528
"National","JI","NA246",32332
"National","PPP","NA246",7970
"National","IND","NA6",43
"National","IND","NA6",166
"National","ANP","NA6",11544
"National","PML-N","NA6",1118
"National","JI","NA6",56538
"National","IND","NA6",107
"National","IND","NA6",143
"National","IND","NA6",81060
"National","PPP","NA6",6922
"National","IND","NA6",394
"National","JUI-P","NA6",6149
"National","others","NA5",1500
"National","IND","NA5",301
"National","IND","NA5",90261
"National","JI","NA5",48063
"National","MQM","NA5",235
"National","IND","NA5",360
"National","PTI-P","NA5",177
"National","JUI-P","NA5",12651
"National","PML-N","NA5",11420
"National","PPP","NA5",37484
"National","others","NA5",732
"National","IND","NA4",140
"National","IND","NA4",153
"National","JUI-P","NA4",15337
"National","IND","NA4",88009
"National","IND","NA4",915
"National","IND","NA4",116
"National","others","NA4",157
"National","IND","NA4",242
"National","JI","NA4",7465
"National","PPP","NA4",2964
"National","IND","NA4",31
"National","IND","NA4",385
"National","TLP","NA4",907
"National","ANP","NA4",20890
"National","IND","NA4",251
"National","IND","NA4",276
"National","IND","NA4",304
"National","PTI-P","NA4",16813
"National","PMAP","NA4",313
"National","IND","NA4",106
"National","JI","NA3",9366
"National","IND","NA3",81411
"National","IND","NA3",1658
"National","PPP","NA3",9335
"National","ANP","NA3",16717
"National","PTI-P","NA3",4177
"National","JUI-P","NA3",11537
"National","PML-N","NA3",27861
"National","IND","NA2",88938
"National","PML-N","NA2",37764
"National","PPP","NA2",11632
"National","TLP","NA2",1215
"National","JUI-P","NA2",15522
"National","ANP","NA2",9158
"National","PMAP","NA2",1102
"National","JI","NA2",5949
"National","IND","NA2",69
"National","IND","NA1",493
"National","PML-N","NA1",20007
"National","ANP","NA1",2411
"National","IND","NA1",532
"National","IND","NA1",61834
"National","PPP","NA1",23723
"National","IND","NA1",199
"National","JUI-P","NA1",42987
"National","IND","NA1",614
"National","JI","NA1",9253
"National","IND","NA7",163
"National","IND","NA7",79
"National","JUI-P","NA7",13941
"National","PPP","NA7",20346
"National","others","NA7",65
"National","IND","NA7",214
"National","others","NA7",222
"National","others","NA7",190
"National","IND","NA7",84843
"National","JI","NA7",31133
"National","IND","NA7",147
"National","ANP","NA7",16096
"National","IND","NA7",42
"National","MQM","NA7",82
"National","QWP","NA7",545
"National","PML-N","NA7",4170
"National","IND","NA9",67
"National","JI","NA9",16162
"National","IND","NA9",113513
"National","IND","NA9",140
"National","IND","NA9",94
"National","PML-N","NA9",5699
"National","PPP","NA9",40740
"National","TLP","NA9",889
"National","IND","NA9",260
"National","IND","NA9",344
"National","JUI-P","NA9",16767
"National","others","NA9",197
"National","PTI-P","NA9",787
"National","IND","NA9",344
"National","IND","NA9",143
"National","JI","NA10",26106
"National","PML-N","NA10",19104
"National","IND","NA10",295
"National","PTI-P","NA10",4853
"National","ANP","NA10",30302
"National","others","NA10",4850
"National","IND","NA10",110023
"National","PPP","NA10",5697
"National","PML-N","NA11",59863
"National","ANP","NA11",10333
"National","others","NA11",555
"National","IND","NA11",855
"National","IND","NA11",1731
"National","IND","NA11",191
"National","JI","NA11",3287
"National","IND","NA11",54311
"National","IND","NA11",148
"National","IND","NA11",152
"National","IND","NA11",653
"National","IND","NA11",7604
"National","PPP","NA11",5197
"National","IND","NA11",464
"National","PTI-P","NA11",230
"National","IND","NA11",536
"National","IND","NA12",2213
"National","IND","NA12",184
"National","IND","NA12",3701
"National","JUI-P","NA12",86
"National","JI","NA12",110
"National","PPP","NA12",22043
"National","IND","NA12",798
"National","IND","NA12",19790
"National","IND","NA12",26583
"National","IND","NA12",202
"National","IND","NA12",44
"National","IND","NA12",5712
"National","IND","NA12",15133
"National","IND","NA12",15
"National","others","NA13",8278
"National","JI","NA13",7215
"National","IND","NA13",54
"National","IND","NA13",276
"National","others","NA13",17806
"National","IND","NA13",223
"National","IND","NA13",372
"National","IND","NA13",32164
"National","JUI-P","NA13",21291
"National","PML-N","NA13",2492
"National","JUI-S","NA13",60
"National","TLP","NA14",5705
"National","others","NA14",685
"National","PML-N","NA14",115544
"National","IND","NA14",3068
"National","JI","NA14",8116
"National","IND","NA14",3659
"National","IND","NA14",103333
"National","PPP","NA14",13809
"National","IND","NA15",794
"National","others","NA15",15
"National","PPP","NA15",5440
"National","IND","NA15",503
"National","IND","NA15",3302
"National","IND","NA15",105249
"National","PTI-P","NA15",280
"National","TLP","NA15",4423
"National","others","NA15",209
"National","IND","NA15",444
"National","IND","NA15",352
"National","JI","NA15",4124
"National","JUI-P","NA15",80382
"National","PML-N","NA15",3072
"National","IND","NA15",29931
"National","JUI-P","NA16",3253
"National","others","NA16",2663
"National","IND","NA16",5009
"National","IND","NA16",348
"National","IND","NA16",23385
"National","others","NA16",193
"National","PTI-P","NA16",184
"National","IND","NA16",335
"National","IND","NA16",104993
"National","IND","NA16",90
"National","PAT","NA16",546
"National","IND","NA16",972
"National","PML-N","NA16",86276
"National","TLP","NA16",8810
"National","PPP","NA16",1999
"National","IND","NA16",17
"National","IND","NA16",1985
"National","IND","NA17",349
"National","PPP","NA17",16392
"National","TLP","NA17",3480
"National","JUI-P","NA17",4890
"National","IND","NA17",97177
"National","PML-N","NA17",44522
"National","IND","NA17",3399
"National","others","NA17",589
"National","PAT","NA17",1069
"National","IND","NA17",384
"National","others","NA17",412
"National","IND","NA18",1786
"National","PML-N","NA18",112389
"National","IND","NA18",533
"National","IND","NA18",1502
"National","PPP","NA18",3991
"National","IND","NA18",182
"National","IND","NA18",630
"National","others","NA18",690
"National","others","NA18",1336
"National","IND","NA18",192948
"National","JI","NA18",7802
"National","IND","NA18",248
"National","QWP","NA18",391
"National","IND","NA18",3174
"National","JUI-P","NA18",8942
"National","TLP","NA18",12316
"National","IND","NA19",115635
"National","IND","NA19",127
"National","JUI-S","NA19",256
"National","IND","NA19",148
"National","JUI-N","NA19",5821
"National","IND","NA19",7990
"National","NDM","NA19",906
"National","ANP","NA19",24159
"National","JI","NA19",4480
"National","JUI-P","NA19",45567
"National","PPP","NA19",3538
"National","IND","NA19",517
"National","IND","NA19",1234
"National","IND","NA19",864
"National","others","NA19",175
"National","IND","NA19",293
"National","IND","NA20",220
"National","others","NA20",504
"National","IND","NA20",122965
"National","IND","NA20",1025
"National","JUI-P","NA20",19528
"National","PPP","NA20",16059
"National","IND","NA20",1308
"National","JI","NA20",3704
"National","IND","NA20",128
"National","ANP","NA20",47535
"National","ANP","NA21",31038
"National","PPP","NA21",16557
"National","JUI-P","NA21",51797
"National","IND","NA21",504
"National","IND","NA21",534
"National","IND","NA21",527
"National","JI","NA21",9040
"National","IND","NA21",411
"National","IND","NA21",934
"National","IND","NA21",118049
"National","others","NA21",1011
"National","ANP","NA22",66159
"National","IND","NA22",128
"National","IND","NA22",382
"National","IND","NA22",83
"National","PPP","NA22",2962
"National","IND","NA22",935
"National","IND","NA22",280
"National","others","NA22",164
"National","IND","NA22",234
"National","TLP","NA22",1281
"National","IND","NA22",163
"National","IND","NA22",205
"National","others","NA22",124
"National","others","NA22",145
"National","IND","NA22",114748
"National","IND","NA22",970
"National","JUI-P","NA22",24022
"National","ANP","NA23",33910
"National","others","NA23",159
"National","PML-N","NA23",10101
"National","IND","NA23",771
"National","IND","NA23",1052
"National","PPP","NA23",6805
"National","JI","NA23",9424
"National","others","NA23",639
"National","IND","NA23",102175
"National","JUI-P","NA23",32655
"National","others","NA23",340
"National","QWP","NA24",34415
"National","IND","NA24",89801
"National","IND","NA24",525
"National","JI","NA24",6510
"National","PPP","NA24",2403
"National","ANP","NA24",8852
"National","PML-N","NA24",460
"National","JUI-P","NA24",48545
"National","IND","NA24",1797
"National","PPP","NA25",2113
"National","others","NA25",960
"National","IND","NA25",867
"National","TLP","NA25",1134
"National","ANP","NA25",67876
"National","IND","NA25",1604
"National","IND","NA25",357
"National","IND","NA25",100713
"National","PTI-P","NA25",533
"National","IND","NA25",809
"National","QWP","NA25",761
"National","JI","NA25",8479
"National","JUI-P","NA25",32871
"National","IND","NA26",16319
"National","PML-N","NA26",1972
"National","IND","NA26",387
"National","IND","NA26",41489
"National","PPP","NA26",1564
"National","IND","NA26",611
"National","others","NA26",192
"National","JI","NA26",1899
"National","IND","NA26",538
"National","JUI-P","NA26",19930
"National","ANP","NA26",7797
"National","IND","NA26",1059
"National","JUI-P","NA27",14950
"National","IND","NA27",485
"National","PML-N","NA27",1883
"National","ANP","NA27",1475
"National","PPP","NA27",1188
"National","JI","NA27",7860
"National","IND","NA27",81
"National","IND","NA27",755
"National","TLP","NA27",828
"National","IND","NA27",1216
"National","IND","NA27",85514
"National","others","NA27",1491
"National","IND","NA27",569
"National","IND","NA27",157
"National","IND","NA28",604
"National","IND","NA28",295
"National","others","NA28",170
"National","others","NA28",350
"National","JI","NA28",8930
"National","IND","NA28",65119
"National","TLP","NA28",1676
"National","IND","NA28",4434
"National","PPP","NA28",14830
"National","others","NA28",474
"National","ANP","NA28",3644
"National","JUI-P","NA28",138389
"National","IND","NA28",2208
"National","JUI-P","NA29",10499
"National","IND","NA29",68792
"National","ANP","NA29",18888
"National","PML-N","NA29",2373
"National","others","NA29",317
"National","others","NA29",419
"National","IND","NA29",881
"National","IND","NA29",118
"National","IND","NA29",1707
"National","IND","NA29",1413
"National","JI","NA29",5001
"National","IND","NA29",145
"National","TLP","NA29",7481
"National","PPP","NA29",4674
"National","PTI-P","NA30",202
"National","others","NA30",107
"National","IND","NA30",84
"National","IND","NA30",981
"National","PML-N","NA30",3508
"National","ANP","NA30",11854
"National","IND","NA30",436
"National","IND","NA30",78971
"National","TLP","NA30",3278
"National","IND","NA30",56
"National","IND","NA30",76
"National","JI","NA30",5355
"National","IND","NA30",1581
"National","PPP","NA30",4555
"National","JUI-P","NA30",20950
"National","PPP","NA31",22543
"National","IND","NA31",61
"National","JI","NA31",5094
"National","PML-N","NA31",3287
"National","IND","NA31",49
"National","IND","NA31",51
"National","IND","NA31",287
"National","IND","NA31",126
"National","others","NA31",219
"National","others","NA31",92
"National","ANP","NA31",10101
"National","IND","NA31",1100
"National","IND","NA31",82985
"National","IND","NA31",51
"National","others","NA31",691
"National","IND","NA31",213
"National","IND","NA31",46
"National","JUI-P","NA31",14560
"National","PTI-P","NA31",710
"National","IND","NA31",124
"National","others","NA31",688
"National","IND","NA32",122792
"National","IND","NA32",4128
"National","others","NA32",117
"National","IND","NA32",666
"National","IND","NA32",171
"National","IND","NA32",482
"National","ANP","NA32",45846
"National","JUI-P","NA32",17665
"National","IND","NA32",144
"National","others","NA32",1765
"National","IND","NA32",264
"National","IND","NA32",388
"National","IND","NA32",1551
"National","PML-N","NA32",4814
"National","IND","NA32",376
"National","JI","NA32",5807
"National","IND","NA32",305
"National","PPP","NA32",10520
"National","PTI-P","NA32",324
"National","TLP","NA32",1774
"National","IND","NA32",41
"National","IND","NA32",249
"National","IND","NA32",80
"National","IND","NA32",184
"National","IND","NA32",37
"National","PML-N","NA33",21361
"National","IND","NA33",340
"National","JUI-P","NA33",19986
"National","PTI-P","NA33",26574
"National","IND","NA33",2152
"National","ANP","NA33",24561
"National","PPP","NA33",2516
"National","IND","NA33",93429
"National","JI","NA33",2707
"National","IND","NA33",2537
"National","IND","NA33",124
"National","IND","NA33",546
"National","IND","NA36",181
"National","JI","NA36",660
"National","PML-N","NA36",107
"National","IND","NA36",686
"National","IND","NA36",246
"National","IND","NA36",5252
"National","IND","NA36",6064
"National","IND","NA36",173
"National","IND","NA36",125
"National","others","NA36",80
"National","IND","NA36",1166
"National","IND","NA36",8679
"National","JUI-P","NA36",34324
"National","IND","NA36",152
"National","IND","NA36",76
"National","IND","NA36",246
"National","PPP","NA36",1318
"National","IND","NA36",573
"National","IND","NA36",73076
"National","IND","NA37",49
"National","IND","NA37",14
"National","IND","NA37",129
"National","IND","NA37",10868
"National","IND","NA37",58
"National","others","NA37",58650
"National","IND","NA37",20
"National","IND","NA37",94
"National","PPP","NA37",54384
"National","IND","NA37",457
"National","IND","NA37",248
"National","IND","NA37",60
"National","IND","NA37",19
"National","IND","NA37",266
"National","IND","NA37",297
"National","JI","NA37",1245
"National","IND","NA37",28
"National","IND","NA37",321
"National","JUI-P","NA37",24892
"National","IND","NA37",84
"National","IND","NA37",62
"National","others","NA37",56
"National","IND","NA37",72
"National","PML-N","NA37",122
"National","IND","NA37",45
"National","IND","NA37",69
"National","IND","NA37",12
"National","IND","NA37",37
"National","IND","NA37",243
"National","IND","NA37",140
"National","JUI-S","NA37",21
"National","IND","NA37",56
"National","IND","NA37",80
"National","IND","NA37",22
"National","PML-N","NA38",5818
"National","IND","NA38",79
"National","IND","NA38",500
"National","IND","NA38",45
"National","ANP","NA38",15868
"National","IND","NA38",110
"National","IND","NA38",178
"National","IND","NA38",33
"National","JUI-P","NA38",40965
"National","IND","NA38",118056
"National","JUI-S","NA38",147
"National","IND","NA38",28
"National","IND","NA38",388
"National","IND","NA38",28
"National","IND","NA39",795
"National","others","NA39",103
"National","IND","NA39",3622
"National","IND","NA39",1237
"National","IND","NA39",863
"National","JUI-P","NA39",110675
"National","IND","NA39",1124
"National","IND","NA39",479
"National","PTI-P","NA39",2788
"National","PML-N","NA39",1011
"National","PPP","NA39",1489
"National","IND","NA39",114
"National","JI","NA39",4999
"National","IND","NA39",215
"National","IND","NA39",129
"National","IND","NA39",121
"National","IND","NA39",54
"National","IND","NA39",1086
"National","IND","NA39",147087
"National","IND","NA41",458
"National","JUI-P","NA41",68303
"National","IND","NA41",287
"National","IND","NA41",87
"National","IND","NA41",188
"National","IND","NA41",263
"National","IND","NA41",151
"National","IND","NA41",60
"National","IND","NA41",51
"National","IND","NA41",19
"National","IND","NA41",18
"National","IND","NA41",84
"National","IND","NA41",46070
"National","TLP","NA41",1499
"National","IND","NA41",117988
"National","IND","NA41",47
"National","IND","NA41",178
"National","IND","NA41",20
"National","IND","NA41",12
"National","IND","NA41",42
"National","IND","NA41",11
"National","others","NA41",5
"National","IND","NA41",84
"National","JI","NA41",47
"National","IND","NA41",501
"National","IND","NA41",98
"National","IND","NA41",1988
"National","IND","NA41",45
"National","ANP","NA41",2086
"National","IND","NA41",43
"National","IND","NA41",243
"National","IND","NA41",367
"National","IND","NA41",39
"National","PML-N","NA41",53
"National","IND","NA41",26
"National","IND","NA41",376
"National","IND","NA41",26
"National","IND","NA41",99
"National","IND","NA41",7
"National","IND","NA42",183
"National","PPP","NA42",384
"National","IND","NA42",48
"National","IND","NA42",33
"National","IND","NA42",294
"National","ANP","NA42",593
"National","IND","NA42",20022
"National","IND","NA42",9767
"National","IND","NA42",102
"National","JI","NA42",153
"National","IND","NA42",83
"National","IND","NA42",390
"National","IND","NA42",112
"National","IND","NA42",118
"National","IND","NA42",257
"National","IND","NA42",362
"National","IND","NA42",87
"National","PML-N","NA42",245
"National","IND","NA42",7537
"National","others","NA42",475
"National","NDM","NA42",95
"National","IND","NA42",141
"National","JUI-P","NA42",13907
"National","others","NA42",403
"National","IND","NA42",16194
"National","IND","NA42",1196
"National","IND","NA42",348
"National","IND","NA42",23
"National","IND","NA42",46
"National","IND","NA38",1208
"National","IND","NA38",130
"National","IND","NA38",17
"National","IND","NA38",18
"National","IND","NA38",69
"National","JI","NA38",7530
"National","IND","NA38",29
"National","others","NA38",20
"National","IND","NA38",823
"National","IND","NA38",15
"National","IND","NA38",15
"National","IND","NA38",3104
"National","IND","NA38",35
"National","IND","NA38",46
"National","PPP","NA38",3775
"National","IND","NA38",15143
"National","IND","NA38",333
"National","IND","NA245",192
"National","ANP","NA245",733
"National","JUI-P","NA245",9676
"National","PMAP","NA245",81
"National","others","NA245",1696
"National","IND","NA245",1356
"National","MQM","NA245",57356
"National","others","NA245",807
"National","IND","NA245",5639
"National","others","NA245",400
"National","IND","NA245",63
"National","PPP","NA245",12526
"National","IND","NA245",276
"National","IND","NA245",36788
"National","others","NA245",520
"National","IND","NA245",343
"National","IND","NA245",4618
"National","JI","NA245",15700
"National","IND","NA245",1172
"National","IND","NA245",148
"National","others","NA245",105
"National","TLP","NA245",8854
"National","IND","NA245",54
"National","IND","NA244",14073
"National","JWP","NA244",171
"National","others","NA244",17
"National","IND","NA244",17
"National","IND","NA244",29
"National","IND","NA244",23
"National","others","NA244",728
"National","IND","NA244",867
"National","IND","NA244",2155
"National","TLP","NA244",4340
"National","PPP","NA244",7450
"National","IND","NA244",190
"National","JI","NA244",6141
"National","PML-N","NA244",2277
"National","IND","NA244",84
"National","IND","NA244",89
"National","ANP","NA244",40
"National","IND","NA244",24
"National","IPP","NA244",178
"National","others","NA244",10
"National","others","NA244",118
"National","IND","NA244",305
"National","MQM","NA244",20048
"National","IND","NA244",17
"National","PML-N","NA243",19595
"National","IND","NA243",134
"National","IND","NA243",529
"National","IND","NA243",227
"National","IND","NA243",552
"National","IND","NA243",361
"National","TLP","NA243",12569
"National","IND","NA243",48690
"National","JI","NA243",13082
"National","others","NA243",1309
"National","PPP","NA243",60266
"National","IND","NA243",544
"National","IND","NA243",114
"National","IND","NA243",95
"National","PMAP","NA243",169
"National","IND","NA243",159
"National","others","NA243",352
"National","MQM","NA243",7176
"National","IND","NA243",1090
"National","ANP","NA242",725
"National","IND","NA242",379
"National","IND","NA242",35
"National","IPP","NA242",120
"National","IND","NA242",60
"National","IND","NA242",74
"National","others","NA242",52
"National","IND","NA242",332
"National","IND","NA242",53759
"National","MQM","NA242",71767
"National","others","NA242",16
"National","others","NA242",1291
"National","others","NA242",401
"National","PML-N","NA242",11885
"National","IND","NA242",263
"National","JI","NA242",13673
"National","IND","NA242",159
"National","PPP","NA242",17493
"National","others","NA242",437
"National","IND","NA242",120
"National","IND","NA242",34
"National","IND","NA242",1764
"National","TLP","NA242",13421
"National","IND","NA242",109
"National","others","NA242",133
"National","others","NA242",29
"National","IND","NA242",153
"National","others","NA242",73
"National","IND","NA242",144
"National","others","NA241",81
"National","IND","NA241",5
"National","ANP","NA241",2
"National","IND","NA241",3
"National","others","NA241",12
"National","IND","NA241",3
"National","IND","NA241",13
"National","IPP","NA241",44
"National","IND","NA241",48610
"National","others","NA241",2
"National","PML-N","NA241",53
"National","IND","NA241",3
"National","IND","NA241",24
"National","others","NA241",15
"National","IND","NA241",13
"National","IND","NA241",1
"National","IND","NA241",3
"National","GDA","NA241",7
"National","IND","NA241",39
"National","PMAP","NA241",29
"National","IND","NA241",1
"National","IND","NA241",8
"National","IND","NA241",3
"National","IND","NA241",26
"National","IND","NA241",1027
"National","IND","NA241",1
"National","others","NA241",11
"National","MQM","NA241",494
"National","TLP","NA241",189
"National","PPP","NA241",52456
"National","IND","NA241",25
"National","IND","NA241",530
"National","IND","NA241",5
"National","IND","NA241",169
"National","IND","NA241",128
"National","JI","NA241",4167
"National","IND","NA241",74
"National","MQM","NA240",30573
"National","IND","NA240",40
"National","IND","NA240",27318
"National","IND","NA240",205
"National","PML-N","NA240",2513
"National","PPP","NA240",17025
"National","TLP","NA240",17091
"National","JI","NA240",16128
"National","GDA","NA240",302
"National","IND","NA240",2161
"National","IND","NA240",67
"National","IND","NA240",48
"National","IND","NA240",222
"National","IND","NA240",121
"National","IND","NA240",74
"National","JUI-N","NA240",116
"National","IND","NA240",466
"National","IND","NA240",169
"National","others","NA240",343
"National","IND","NA239",173
"National","IND","NA239",140
"National","others","NA239",201
"National","IND","NA239",96
"National","PPP","NA239",40077
"National","IND","NA239",196
"National","IND","NA239",77
"National","GDA","NA239",66
"National","IND","NA239",1333
"National","IND","NA239",53
"National","JI","NA239",22377
"National","IND","NA239",89
"National","IND","NA239",44
"National","IND","NA239",118
"National","IND","NA239",213
"National","TLP","NA239",14761
"National","IND","NA239",37234
"National","IND","NA239",160
"National","JUI-P","NA239",11813
"National","PPP","NA238",10464
"National","IND","NA238",178
"National","IND","NA238",800
"National","IND","NA238",36875
"National","IND","NA238",168
"National","IND","NA238",33
"National","PML-N","NA238",3604
"National","IND","NA238",3984
"National","IND","NA238",236
"National","JI","NA238",36280
"National","IND","NA238",4267
"National","MQM","NA238",54884
"National","ANP","NA238",175
"National","IND","NA238",930
"National","GDA","NA238",129
"National","IND","NA238",60
"National","IND","NA238",49
"National","IND","NA238",158
