"Type","Party","Constitudency","Votes"
"Punjab","IND","PP55",178
"Punjab","IND","PP55",150
"Punjab","others","PP55",100
"Punjab","IND","PP55",82
"Punjab","IND","PP55",34
"Punjab","PML-N","PP56",48889
"Punjab","PTI","PP56",35617
"Punjab","TLP","PP56",11548
"Punjab","IND","PP56",6700
"Punjab","JI","PP56",3296
"Punjab","IND","PP56",2583
"Punjab","others","PP56",2034
"Punjab","IND","PP56",1401
"Punjab","PPP","PP56",1356
"Punjab","IND","PP56",1195
"Punjab","IND","PP56",1112
"Punjab","IND","PP56",889
"Punjab","IND","PP56",592
"Punjab","IND","PP56",186
"Punjab","IND","PP56",175
"Punjab","IND","PP56",118
"Punjab","IND","PP56",114
"Punjab","IND","PP56",92
"Punjab","IND","PP56",89
"Punjab","IND","PP56",60
"Punjab","IND","PP56",51
"Punjab","IND","PP56",47
"Punjab","IND","PP56",46
"Punjab","PML-N","PP57",52272
"Punjab","PTI","PP57",26486
"Punjab","IND","PP57",18019
"Punjab","TLP","PP57",16830
"Punjab","others","PP57",2966
"Punjab","PPP","PP57",2189
"Punjab","JI","PP57",1910
"Punjab","IND","PP57",1245
"Punjab","IND","PP57",561
"Punjab","IND","PP57",460
"Punjab","others","PP57",192
"Punjab","IND","PP57",130
"Punjab","IND","PP57",94
"Punjab","IND","PP57",89
"Punjab","IND","PP57",79
"Punjab","IND","PP57",71
"Punjab","NP","PP57",66
"Punjab","IND","PP57",66
"Punjab","IND","PP57",48
"Punjab","IND","PP57",45
"Punjab","IND","PP57",39
"Punjab","IND","PP57",36
"Punjab","IND","PP57",34
"Punjab","IND","PP57",34
"Punjab","IND","PP57",33
"Punjab","IND","PP57",31
"Punjab","IND","PP57",30
"Punjab","IND","PP57",18
"Punjab","IND","PP57",5
"Punjab","PML-N","PP58",55396
"Punjab","PTI","PP58",45806
"Punjab","TLP","PP58",18010
"Punjab","others","PP58",2055
"Punjab","IND","PP58",1288
"Punjab","IND","PP58",1050
"Punjab","JUI-P","PP58",863
"Punjab","IND","PP58",698
"Punjab","IND","PP58",231
"Punjab","IND","PP58",223
"Punjab","IND","PP58",204
"Punjab","IND","PP58",188
"Punjab","IND","PP58",166
"Punjab","IND","PP58",101
"Punjab","IND","PP58",72
"Punjab","IND","PP58",72
"Punjab","IND","PP58",71
"Punjab","IND","PP58",67
"Punjab","PTI","PP59",37478
"Punjab","PML-N","PP59",32570
"Punjab","TLP","PP59",8142
"Punjab","PPP","PP59",3532
"Punjab","others","PP59",1848
"Punjab","JI","PP59",1235
"Punjab","IPP","PP59",630
"Punjab","IND","PP59",307
"Punjab","PAT","PP59",244
"Punjab","IND","PP59",230
"Punjab","IND","PP59",108
"Punjab","IND","PP59",90
"Punjab","IND","PP59",84
"Punjab","IND","PP59",73
"Punjab","IND","PP59",64
"Punjab","IND","PP59",57
"Punjab","IND","PP59",56
"Punjab","IND","PP59",49
"Punjab","IND","PP59",47
"Punjab","IND","PP59",43
"Punjab","IND","PP59",32
"Punjab","IND","PP59",31
"Punjab","IND","PP59",30
"Punjab","IND","PP59",26
"Punjab","IND","PP59",26
"Punjab","IND","PP59",25
"Punjab","IND","PP59",13
"Punjab","PTI","PP60",36746
"Punjab","PML-N","PP60",29923
"Punjab","TLP","PP60",6432
"Punjab","JI","PP60",2799
"Punjab","IND","PP60",2401
"Punjab","PPP","PP60",1274
"Punjab","IND","PP60",1223
"Punjab","others","PP60",820
"Punjab","IND","PP60",762
"Punjab","PAT","PP60",405
"Punjab","PAT","PP60",405
"Punjab","IND","PP60",403
"Punjab","others","PP60",387
"Punjab","IND","PP60",362
"Punjab","others","PP60",276
"Punjab","IND","PP60",147
"Punjab","others","PP60",107
"Punjab","IND","PP60",87
"Punjab","JUI-P","PP60",75
"Punjab","IND","PP60",73
"Punjab","IND","PP60",65
"Punjab","IND","PP60",52
"Punjab","IND","PP60",49
"Punjab","IND","PP60",42
"Punjab","IND","PP60",42
"Punjab","others","PP60",42
"Punjab","IND","PP60",41
"Punjab","IND","PP60",40
"Punjab","IND","PP60",38
"Punjab","IND","PP60",35
"Punjab","IND","PP60",32
"Punjab","IND","PP60",29
"Punjab","IND","PP60",29
"Punjab","IND","PP60",20
"Punjab","IND","PP60",18
"Punjab","IND","PP60",15
"Punjab","IND","PP60",13
"Punjab","IND","PP60",12
"Punjab","IND","PP60",6
"Punjab","IND","PP60",5
"Punjab","PML-N","PP61",34639
"Punjab","IND","PP61",30111
"Punjab","PTI","PP61",16786
"Punjab","TLP","PP61",5160
"Punjab","JI","PP61",4186
"Punjab","PPP","PP61",2009
"Punjab","others","PP61",1658
"Punjab","IND","PP61",849
"Punjab","IND","PP61",559
"Punjab","IND","PP61",371
"Punjab","IND","PP61",371
"Punjab","IND","PP61",238
"Punjab","IND","PP61",202
"Punjab","IND","PP61",171
"Punjab","IND","PP61",103
"Punjab","IND","PP61",97
"Punjab","IND","PP61",76
"Punjab","IND","PP61",54
"Punjab","IND","PP61",54
"Punjab","IND","PP61",40
"Punjab","IND","PP61",33
"Punjab","IND","PP61",31
"Punjab","IND","PP61",30
"Punjab","IND","PP61",25
"Punjab","IND","PP61",21
"Punjab","IND","PP61",20
"Punjab","PML-N","PP62",30596
"Punjab","PTI","PP62",26087
"Punjab","TLP","PP62",7097
"Punjab","PTI","PP62",5253
"Punjab","JI","PP62",3280
"Punjab","others","PP62",2430
"Punjab","IND","PP62",1907
"Punjab","PPP","PP62",1475
"Punjab","IND","PP62",433
"Punjab","IND","PP62",428
"Punjab","IND","PP62",421
"Punjab","IND","PP62",302
"Punjab","IND","PP62",281
"Punjab","PAT","PP62",225
"Punjab","IND","PP62",148
"Punjab","IND","PP62",127
"Punjab","IND","PP62",119
"Punjab","IND","PP62",118
"Punjab","IND","PP62",109
"Punjab","IND","PP62",98
"Punjab","IND","PP62",94
"Punjab","IND","PP62",87
"Punjab","IND","PP62",71
"Punjab","IND","PP62",66
"Punjab","IND","PP62",58
"Punjab","IND","PP62",54
"Punjab","IND","PP62",50
"Punjab","IND","PP62",46
"Punjab","IND","PP62",45
"Punjab","IND","PP62",41
"Punjab","IND","PP62",38
"Punjab","IND","PP62",34
"Punjab","IND","PP62",27
"Punjab","IND","PP62",27
"Punjab","IND","PP62",26
"Punjab","IND","PP62",25
"Punjab","IND","PP62",23
"Punjab","IND","PP62",20
"Punjab","IND","PP62",20
"Punjab","IND","PP62",17
"Punjab","IND","PP62",15
"Punjab","IND","PP62",14
"Punjab","IND","PP62",10
"Punjab","IND","PP62",9
"Punjab","IND","PP62",9
"Punjab","PTI","PP63",51315
"Punjab","PML-N","PP63",44027
"Punjab","TLP","PP63",6825
"Punjab","PPP","PP63",1452
"Punjab","others","PP63",1364
"Punjab","IND","PP63",1168
"Punjab","IND","PP63",1037
"Punjab","JUI-P","PP63",824
"Punjab","IND","PP63",717
"Punjab","IND","PP63",713
"Punjab","IND","PP63",627
"Punjab","IND","PP63",394
"Punjab","PAT","PP63",242
"Punjab","others","PP63",124
"Punjab","IND","PP63",117
"Punjab","IND","PP63",93
"Punjab","IND","PP63",89
"Punjab","IND","PP63",85
"Punjab","IND","PP63",74
"Punjab","IND","PP63",59
"Punjab","IND","PP63",39
"Punjab","IND","PP63",37
"Punjab","IND","PP63",34
"Punjab","IND","PP63",33
"Punjab","IND","PP63",30
"Punjab","IND","PP63",23
"Punjab","IND","PP63",23
"Punjab","IND","PP63",22
"Punjab","IND","PP63",19
"Punjab","IND","PP63",18
"Punjab","IND","PP63",14
"Punjab","IND","PP63",13
"Punjab","IND","PP63",4
"Punjab","PML-N","PP64",37115
"Punjab","PTI","PP64",33372
"Punjab","TLP","PP64",9691
"Punjab","IND","PP64",3092
"Punjab","PPP","PP64",2806
"Punjab","JI","PP64",2130
"Punjab","IND","PP64",1752
"Punjab","others","PP64",799
"Punjab","IND","PP64",741
"Punjab","PAT","PP64",343
"Punjab","IND","PP64",260
"Punjab","IND","PP64",243
"Punjab","IND","PP64",221
"Punjab","IND","PP64",187
"Punjab","others","PP64",168
"Punjab","IND","PP64",85
"Punjab","IND","PP64",76
"Punjab","IND","PP64",50
"Punjab","IND","PP64",47
"Punjab","IND","PP64",38
"Punjab","IND","PP64",27
"Punjab","IND","PP64",22
"Punjab","IND","PP64",22
"Punjab","IND","PP64",14
"Punjab","IND","PP64",8
"Punjab","PTI","PP65",36499
"Punjab","IND","PP65",29042
"Punjab","PML-N","PP65",17934
"Punjab","TLP","PP65",4349
"Punjab","IPP","PP65",2621
"Punjab","PPP","PP65",1129
"Punjab","JI","PP65",958
"Punjab","others","PP65",623
"Punjab","IND","PP65",490
"Punjab","PAT","PP65",477
"Punjab","IND","PP65",374
"Punjab","IND","PP65",304
"Punjab","JUI-P","PP65",246
"Punjab","others","PP65",210
"Punjab","IND","PP65",173
"Punjab","IND","PP65",172
"Punjab","others","PP65",159
"Punjab","IND","PP65",79
"Punjab","IND","PP65",61
"Punjab","IND","PP65",46
"Punjab","IND","PP65",43
"Punjab","IND","PP65",43
"Punjab","IND","PP65",42
"Punjab","IND","PP65",41
"Punjab","IND","PP65",38
"Punjab","IND","PP65",18
"Punjab","IND","PP65",14
"Punjab","IND","PP65",11
"Punjab","PML-N","PP66",49931
"Punjab","PTI","PP66",44870
"Punjab","TLP","PP66",9743
"Punjab","IND","PP66",8799
"Punjab","others","PP66",6799
"Punjab","IPP","PP66",2878
"Punjab","IND","PP66",1953
"Punjab","JI","PP66",1446
"Punjab","PPP","PP66",1325
"Punjab","IND","PP66",1189
"Punjab","IND","PP66",420
"Punjab","IND","PP66",336
"Punjab","IND","PP66",228
"Punjab","IND","PP66",221
"Punjab","IND","PP66",204
"Punjab","IND","PP66",130
"Punjab","IND","PP66",94
"Punjab","IND","PP66",85
"Punjab","IND","PP66",81
"Punjab","IND","PP66",78
"Punjab","others","PP66",74
"Punjab","IND","PP66",69
"Punjab","IND","PP66",59
"Punjab","IND","PP66",56
"Punjab","IND","PP66",37
"Punjab","IND","PP66",28
"Punjab","IND","PP66",26
"Punjab","PML-N","PP67",40100
"Punjab","PTI","PP67",31011
"Punjab","IND","PP67",30
"Punjab","PTI","PP68",43615
"Punjab","PML-N","PP68",40311
"Punjab","TLP","PP68",15081
"Punjab","others","PP68",5899
"Punjab","IND","PP68",1369
"Punjab","PPP","PP68",1142
"Punjab","IND","PP68",839
"Punjab","JUI-P","PP68",770
"Punjab","IND","PP68",606
"Punjab","JI","PP68",532
"Punjab","IND","PP68",525
"Punjab","IND","PP68",513
"Punjab","IND","PP68",209
"Punjab","IND","PP68",161
"Punjab","IND","PP68",161
"Punjab","IPP","PP68",124
"Punjab","IND","PP68",109
"Punjab","IND","PP68",98
"Punjab","IND","PP68",71
"Punjab","IND","PP68",64
"Punjab","IND","PP68",49
"Punjab","IND","PP68",33
"Punjab","IND","PP68",28
"Punjab","IND","PP68",28
"Punjab","IND","PP68",27
"Punjab","IND","PP68",16
"Punjab","PML-N","PP69",47930
"Punjab","PTI","PP69",43265
"Punjab","TLP","PP69",11667
"Punjab","JI","PP69",3741
"Punjab","others","PP69",2400
"Punjab","IND","PP69",1540
"Punjab","IND","PP69",1540
"Punjab","IND","PP69",1300
"Punjab","PPP","PP69",672
"Punjab","IND","PP69",342
"Punjab","IND","PP69",265
"Punjab","IND","PP69",171
"Punjab","IND","PP69",132
"Punjab","IND","PP69",86
"Punjab","IND","PP69",47
"Punjab","IND","PP69",31
"Punjab","PTI","PP70",37709
"Punjab","PML-N","PP70",28874
"Punjab","IND","PP70",7
"Punjab","PML-N","PP71",55050
"Punjab","PTI","PP71",49076
"Punjab","PPP","PP71",21601
"Punjab","TLP","PP71",7443
"Punjab","JI","PP71",2086
"Punjab","IND","PP71",1376
"Punjab","IND","PP71",977
"Punjab","IND","PP71",797
"Punjab","IND","PP71",297
"Punjab","IND","PP71",203
"Punjab","IND","PP71",181
"Punjab","IND","PP71",160
"Punjab","IND","PP71",146
"Punjab","IND","PP71",78
"Punjab","IND","PP71",55
"Punjab","PML-N","PP72",50408
"Punjab","PTI","PP72",41363
"Punjab","PPP","PP72",16308
"Punjab","IND","PP72",14491
"Punjab","TLP","PP72",7964
"Punjab","JI","PP72",5367
"Punjab","IND","PP72",795
"Punjab","IND","PP72",638
"Punjab","IND","PP72",270
"Punjab","IND","PP72",230
"Punjab","IND","PP72",111
"Punjab","IND","PP72",88
"Punjab","IND","PP72",47
"Punjab","PTI","PP73",58178
"Punjab","PML-N","PP73",46498
"Punjab","TLP","PP73",9369
"Punjab","PPP","PP73",8578
"Punjab","JI","PP73",2833
"Punjab","IND","PP73",1881
"Punjab","IND","PP73",523
"Punjab","IND","PP73",305
"Punjab","IND","PP73",206
"Punjab","IND","PP73",130
"Punjab","IND","PP73",36
"Punjab","PML-N","PP74",51650
"Punjab","PTI","PP74",34714
"Punjab","IND","PP74",21583
"Punjab","TLP","PP74",5065
"Punjab","JI","PP74",3658
"Punjab","PPP","PP74",2345
"Punjab","IND","PP74",2141
"Punjab","others","PP74",981
"Punjab","IND","PP74",848
"Punjab","IND","PP74",240
"Punjab","IND","PP74",239
"Punjab","IND","PP74",177
"Punjab","IND","PP74",111
"Punjab","IND","PP74",92
"Punjab","IND","PP74",91
"Punjab","IND","PP74",69
"Punjab","IND","PP74",60
"Punjab","IND","PP74",46
"Punjab","IND","PP74",33
"Punjab","IND","PP74",17
"Punjab","PTI","PP75",54527
"Punjab","PML-N","PP75",42922
"Punjab","PPP","PP75",13606
"Punjab","JI","PP75",6431
"Punjab","TLP","PP75",3132
"Punjab","others","PP75",767
"Punjab","IND","PP75",695
"Punjab","IND","PP75",340
"Punjab","IND","PP75",271
"Punjab","IND","PP75",163
"Punjab","ANP","PP75",162
"Punjab","IND","PP75",158
"Punjab","IND","PP75",148
"Punjab","IND","PP75",139
"Punjab","IND","PP75",126
"Punjab","IND","PP75",81
"Punjab","IND","PP75",80
"Punjab","IND","PP75",72
"Punjab","IND","PP75",72
"Punjab","IND","PP75",63
"Punjab","IND","PP75",58
"Punjab","IND","PP75",57
"Punjab","IND","PP75",53
"Punjab","IND","PP75",47
"Punjab","IND","PP75",43
"Punjab","JUI-N","PP75",42
"Punjab","IND","PP75",40
"Punjab","IND","PP75",39
"Punjab","IND","PP75",36
"Punjab","IND","PP75",36
"Punjab","IND","PP75",35
"Punjab","IND","PP75",33
"Punjab","IND","PP75",30
"Punjab","IND","PP75",26
"Punjab","IND","PP75",25
"Punjab","IND","PP75",24
"Punjab","IND","PP75",23
"Punjab","IND","PP75",12
"Punjab","PTI","PP76",36978
"Punjab","PML-N","PP76",32461
"Punjab","PPP","PP76",16835
"Punjab","IND","PP76",6836
"Punjab","IND","PP76",5634
"Punjab","TLP","PP76",3711
"Punjab","JI","PP76",3248
"Punjab","IND","PP76",878
"Punjab","IND","PP76",816
"Punjab","IND","PP76",813
"Punjab","IND","PP76",192
"Punjab","IND","PP76",161
"Punjab","IND","PP76",156
"Punjab","IND","PP76",139
"Punjab","IND","PP76",138
"Punjab","IND","PP76",102
"Punjab","IND","PP76",85
"Punjab","IND","PP76",82
"Punjab","IND","PP76",80
"Punjab","IND","PP76",79
"Punjab","IND","PP76",76
"Punjab","IND","PP76",71
"Punjab","IND","PP76",56
"Punjab","IND","PP76",50
"Punjab","IND","PP76",50
"Punjab","IND","PP76",41
"Punjab","IND","PP76",32
"Punjab","IND","PP76",30
"Punjab","IND","PP76",24
"Punjab","IND","PP76",20
"Punjab","IND","PP76",13
"Punjab","PML-N","PP77",49638
"Punjab","PTI","PP77",46637
"Punjab","IND","PP77",7659
"Punjab","PPP","PP77",6435
"Punjab","TLP","PP77",4043
"Punjab","IND","PP77",2565
"Punjab","JI","PP77",2440
"Punjab","others","PP77",1772
"Punjab","IND","PP77",1094
"Punjab","IND","PP77",939
"Punjab","IND","PP77",885
"Punjab","IND","PP77",750
"Punjab","IND","PP77",609
"Punjab","IND","PP77",531
"Punjab","IND","PP77",223
"Punjab","IND","PP77",143
"Punjab","IND","PP77",103
"Punjab","IND","PP77",89
"Punjab","IND","PP77",78
"Punjab","IND","PP77",71
"Punjab","IND","PP77",67
"Punjab","IND","PP77",64
"Punjab","IND","PP77",63
"Punjab","IND","PP77",61
"Punjab","IND","PP77",53
"Punjab","IND","PP77",45
"Punjab","IND","PP77",36
"Punjab","IND","PP77",30
"Punjab","IND","PP77",24
"Punjab","IND","PP77",21
"Punjab","IND","PP77",16
"Punjab","PML-N","PP78",60560
"Punjab","PTI","PP78",57573
"Punjab","IND","PP78",8460
"Punjab","PPP","PP78",3212
"Punjab","IND","PP78",2887
"Punjab","IND","PP78",1520
"Punjab","IND","PP78",1169
"Punjab","others","PP78",961
"Punjab","JI","PP78",780
"Punjab","PAT","PP78",619
"Punjab","IND","PP78",527
"Punjab","others","PP78",170
"Punjab","IND","PP78",141
"Punjab","IND","PP78",129
"Punjab","IND","PP78",102
"Punjab","IND","PP78",97
"Punjab","IND","PP78",88
"Punjab","others","PP78",83
"Punjab","IND","PP78",82
"Punjab","IND","PP78",82
"Punjab","IND","PP78",58
"Punjab","IND","PP78",34
"Punjab","PML-N","PP79",42494
"Punjab","PTI","PP79",35892
"Punjab","TLP","PP79",15622
"Punjab","PPP","PP79",13862
"Punjab","IND","PP79",7030
"Punjab","IND","PP79",2074
"Punjab","JI","PP79",1677
"Punjab","IND","PP79",845
"Punjab","IND","PP79",621
"Punjab","IND","PP79",500
"Punjab","others","PP79",492
"Punjab","IND","PP79",492
"Punjab","others","PP79",458
"Punjab","IND","PP79",352
"Punjab","IND","PP79",281
"Punjab","IND","PP79",224
"Punjab","IND","PP79",189
"Punjab","IND","PP79",120
"Punjab","IND","PP79",75
"Punjab","IND","PP79",64
"Punjab","IND","PP79",44
"Punjab","IND","PP79",37
"Punjab","IND","PP79",32
"Punjab","IND","PP79",22
"Punjab","PML-N","PP80",38332
"Punjab","PTI","PP80",35397
"Punjab","IND","PP80",12476
"Punjab","IND","PP80",11665
"Punjab","PPP","PP80",10708
"Punjab","TLP","PP80",6809
"Punjab","IND","PP80",3998
"Punjab","IND","PP80",2264
"Punjab","JI","PP80",1786
"Punjab","IND","PP80",1712
"Punjab","IND","PP80",1359
"Punjab","IND","PP80",413
"Punjab","IND","PP80",411
"Punjab","IND","PP80",204
"Punjab","IND","PP80",200
"Punjab","IND","PP80",170
"Punjab","IND","PP80",147
"Punjab","IND","PP80",139
"Punjab","IND","PP80",84
"Punjab","IND","PP80",64
"Punjab","IND","PP80",35
"Punjab","PTI","PP81",46983
"Punjab","IPP","PP81",32293
"Punjab","TLP","PP81",18229
"Punjab","PPP","PP81",17144
"Punjab","JUI-P","PP81",7915
"Punjab","IND","PP81",2964
"Punjab","JI","PP81",2058
"Punjab","IND","PP81",634
"Punjab","others","PP81",610
"Punjab","others","PP81",521
"Punjab","IND","PP81",451
"Punjab","IND","PP81",205
"Punjab","IND","PP81",175
"Punjab","IND","PP81",131
"Punjab","IND","PP81",119
"Punjab","PML-N","PP82",41575
"Punjab","PTI","PP82",39529
"Punjab","IND","PP82",10771
"Punjab","TLP","PP82",6014
"Punjab","JUI-P","PP82",5147
"Punjab","IND","PP82",3186
"Punjab","JI","PP82",1800
"Punjab","IND","PP82",1222
"Punjab","IND","PP82",1218
"Punjab","others","PP82",454
"Punjab","IND","PP82",390
"Punjab","others","PP82",336
"Punjab","IND","PP82",312
"Punjab","IND","PP82",302
"Punjab","IND","PP82",288
"Punjab","IND","PP82",217
"Punjab","IND","PP82",179
"Punjab","IND","PP82",139
"Punjab","IND","PP82",107
"Punjab","IND","PP82",74
"Punjab","IND","PP82",71
"Punjab","IND","PP82",58
"Punjab","IND","PP82",57
"Punjab","IND","PP82",51
"Punjab","IND","PP82",45
"Punjab","IND","PP82",37
"Punjab","IND","PP82",15
"Punjab","IND","PP82",13
"Punjab","PML-N","PP83",47932
"Punjab","PTI","PP83",39087
"Punjab","IPP","PP83",30074
"Punjab","TLP","PP83",7041
"Punjab","IND","PP83",3184
"Punjab","IND","PP83",2279
"Punjab","JUI-P","PP83",1627
"Punjab","JI","PP83",1564
"Punjab","IND","PP83",1419
"Punjab","PPP","PP83",1222
"Punjab","IND","PP83",126
"Punjab","PTI","PP84",49820
"Punjab","PML-N","PP84",35005
"Punjab","IPP","PP84",8116
"Punjab","TLP","PP84",7997
"Punjab","IND","PP84",4960
"Punjab","IND","PP84",4005
"Punjab","JUI-P","PP84",1868
"Punjab","IND","PP84",1586
"Punjab","IND","PP84",1559
"Punjab","JI","PP84",708
"Punjab","others","PP84",277
"Punjab","IND","PP84",114
"Punjab","IND","PP84",109
"Punjab","IND","PP84",66
"Punjab","PTI","PP85",92407
"Punjab","PML-N","PP85",23501
"Punjab","PPP","PP85",9425
"Punjab","TLP","PP85",6406
"Punjab","IND","PP85",4112
"Punjab","JI","PP85",1445
"Punjab","IND","PP85",1210
"Punjab","JUI-P","PP85",1015
"Punjab","IND","PP85",285
"Punjab","IND","PP85",213
"Punjab","IND","PP85",178
"Punjab","IND","PP85",172
"Punjab","others","PP85",166
"Punjab","IND","PP85",77
"Punjab","IND","PP85",34
"Punjab","PTI","PP86",85318
"Punjab","IND","PP86",19794
"Punjab","IND","PP86",13379
"Punjab","TLP","PP86",13114
"Punjab","IND","PP86",2563
"Punjab","IND","PP86",1755
"Punjab","PPP","PP86",1407
"Punjab","others","PP86",1164
"Punjab","JUI-P","PP86",813
"Punjab","JI","PP86",702
"Punjab","IND","PP86",557
"Punjab","IND","PP86",455
"Punjab","IND","PP86",390
"Punjab","IND","PP86",386
"Punjab","IND","PP86",345
"Punjab","IND","PP86",302
"Punjab","IND","PP86",223
"Punjab","IND","PP86",211
"Punjab","IND","PP86",164
"Punjab","others","PP86",161
"Punjab","IND","PP86",150
"Punjab","IND","PP86",139
"Punjab","IND","PP86",121
"Punjab","IND","PP86",109
"Punjab","IND","PP86",80
"Punjab","IND","PP86",54
"Punjab","IND","PP86",46
"Punjab","IND","PP86",38
"Punjab","IND","PP86",24
"Punjab","PTI","PP87",107202
"Punjab","IND","PP87",15691
"Punjab","PML-N","PP87",13465
"Punjab","TLP","PP87",5324
"Punjab","PPP","PP87",2146
"Punjab","JI","PP87",1695
"Punjab","IND","PP87",832
"Punjab","IND","PP87",754
"Punjab","IND","PP87",507
"Punjab","IND","PP87",502
"Punjab","others","PP87",465
"Punjab","IND","PP87",461
"Punjab","IND","PP87",363
"Punjab","IND","PP87",302
"Punjab","IND","PP87",284
"Punjab","IND","PP87",217
"Punjab","IND","PP87",212
"Punjab","IND","PP87",158
"Punjab","IND","PP87",133
"Punjab","IND","PP87",34
"Punjab","IND","PP87",31
"Punjab","PTI","PP88",66056
"Punjab","PML-N","PP88",57898
"Punjab","TLP","PP88",13219
"Punjab","IND","PP88",2448
"Punjab","PPP","PP88",1747
"Punjab","JI","PP88",1026
"Punjab","IND","PP88",671
"Punjab","IND","PP88",578
"Punjab","IND","PP88",571
"Punjab","others","PP88",255
"Punjab","IND","PP88",215
"Punjab","IND","PP88",112
"Punjab","JUI-N","PP88",89
"Punjab","IND","PP88",80
"Punjab","IND","PP89",61745
"Punjab","PML-N","PP89",37265
"Punjab","IND","PP89",10073
"Punjab","TLP","PP89",5881
"Punjab","JI","PP89",1410
"Punjab","IND","PP89",690
"Punjab","PPP","PP89",593
"Punjab","IND","PP89",415
"Punjab","IND","PP89",289
"Punjab","IND","PP89",212
"Punjab","IND","PP89",191
"Punjab","IND","PP89",190
"Punjab","IND","PP89",190
"Punjab","IND","PP89",163
"Punjab","IND","PP89",86
"Punjab","IND","PP89",73
"Punjab","IND","PP89",69
"Punjab","IND","PP89",67
"Punjab","PTI","PP90",43957
"Punjab","IND","PP90",43692
"Punjab","PML-N","PP90",20073
"Punjab","others","PP90",15099
"Punjab","TLP","PP90",4075
"Punjab","PPP","PP90",1196
"Punjab","JI","PP90",640
"Punjab","IND","PP90",440
"Punjab","IND","PP90",421
"Punjab","IND","PP90",365
"Punjab","PAT","PP90",272
"Punjab","IND","PP90",246
"Punjab","IND","PP90",206
"Punjab","IND","PP90",200
"Punjab","IND","PP90",197
"Punjab","IND","PP90",126
"Punjab","IND","PP91",62027
"Punjab","IND","PP91",61431
"Punjab","PTI","PP91",12464
"Punjab","TLP","PP91",4459
"Punjab","JUI-P","PP91",1287
"Punjab","PPP","PP91",527
"Punjab","JI","PP91",362
"Punjab","IND","PP91",258
"Punjab","IND","PP91",187
"Punjab","IND","PP91",170
"Punjab","IND","PP91",111
"Punjab","IND","PP91",104
"Punjab","IND","PP91",77
"Punjab","IND","PP91",65
"Punjab","IND","PP92",41084
"Punjab","PTI","PP92",32941
"Punjab","IND","PP92",16999
"Punjab","JUI-P","PP92",9918
"Punjab","PPP","PP92",7186
"Punjab","IND","PP92",4803
"Punjab","TLP","PP92",3283
"Punjab","IND","PP92",3215
"Punjab","JI","PP92",717
"Punjab","IND","PP92",392
"Punjab","IND","PP92",264
"Punjab","IND","PP92",211
"Punjab","others","PP92",194
"Punjab","IND","PP92",132
"Punjab","IND","PP92",128
"Punjab","IND","PP92",118
"Punjab","IND","PP92",102
"Punjab","IND","PP93",50425
"Punjab","IND","PP93",45580
"Punjab","PTI","PP93",22084
"Punjab","IND","PP93",10795
"Punjab","TLP","PP93",6235
"Punjab","PPP","PP93",1357
"Punjab","IND","PP93",867
"Punjab","JUI-P","PP93",777
"Punjab","JI","PP93",506
"Punjab","IND","PP93",362
"Punjab","IND","PP93",218
"Punjab","IND","PP93",175
"Punjab","IND","PP93",166
"Punjab","IND","PP93",159
"Punjab","IND","PP93",152
"Punjab","IND","PP93",130
"Punjab","others","PP93",79
"Punjab","IND","PP93",58
"Punjab","IND","PP94",47879
"Punjab","IND","PP94",47080
"Punjab","PML-N","PP94",4124
"Punjab","PTI","PP94",3245
"Punjab","TLP","PP94",1781
"Punjab","IND","PP94",1231
"Punjab","PPP","PP94",1069
"Punjab","IND","PP94",594
"Punjab","JI","PP94",526
"Punjab","IND","PP94",225
"Punjab","IND","PP94",111
"Punjab","IND","PP94",66
"Punjab","IND","PP94",59
"Punjab","IND","PP94",56
"Punjab","PML-N","PP95",36717
"Punjab","PTI","PP95",29588
"Punjab","IND","PP95",27992
"Punjab","PPP","PP95",21230
"Punjab","TLP","PP95",3212
"Punjab","others","PP95",657
"Punjab","JI","PP95",574
"Punjab","IND","PP95",519
"Punjab","IND","PP95",448
"Punjab","IND","PP95",377
"Punjab","IND","PP95",305
"Punjab","IND","PP95",157
"Punjab","IND","PP95",74
"Punjab","IND","PP95",41
"Punjab","IND","PP95",25
"Punjab","IND","PP95",18
"Punjab","IND","PP96",52721
"Punjab","PPP","PP96",43181
"Punjab","PTI","PP96",18734
"Punjab","IND","PP96",5179
"Punjab","TLP","PP96",3113
"Punjab","others","PP96",1539
"Punjab","JI","PP96",227
"Punjab","IND","PP96",165
"Punjab","IND","PP96",156
"Punjab","IND","PP96",152
"Punjab","IND","PP96",113
"Punjab","JUI-N","PP96",81
"Punjab","IND","PP97",42959
"Punjab","PML-N","PP97",37561
"Punjab","PTI","PP97",31408
"Punjab","TLP","PP97",2691
"Punjab","IND","PP97",2370
"Punjab","IND","PP97",1022
"Punjab","PPP","PP97",652
"Punjab","JI","PP97",579
"Punjab","IND","PP97",381
"Punjab","others","PP97",291
"Punjab","IND","PP97",188
"Punjab","others","PP97",175
"Punjab","others","PP97",112
"Punjab","IND","PP97",71
"Punjab","IND","PP97",55
"Punjab","IND","PP97",34
"Punjab","IND","PP97",22
"Punjab","PTI","PP98",73536
"Punjab","IPP","PP98",47828
"Punjab","TLP","PP98",12559
"Punjab","PPP","PP98",5565
"Punjab","IND","PP98",5278
"Punjab","IND","PP98",2376
"Punjab","IND","PP98",1617
"Punjab","JI","PP98",1536
"Punjab","PAT","PP98",1525
